Name,Port,Protocol,Popularity,Description
connection,2607,udp,0,Dell Connection
netmon,2606,udp,0,Dell Netmon
posa,2605,udp,0,NSC POSA
ill,499,tcp,0,ISO ILL Protocol
ccs,2604,udp,0,NSC CCS
citriximaclient,2598,udp,0,Citrix MA Client
snapd,2599,tcp,0,Snap Discovery
ripngd,2603,tcp,0,servicemeter | RIPngd vty | Service Meter
server,2602,udp,0,discp server
client,2601,udp,0,discp client
homesteadglory,2597,udp,0,Homestead Glory
data,2690,udp,0,HP NNM Embedded Database
cmadmin,2617,tcp,0,Clinical Context Managers
com,2618,tcp,0,Priority E-Com
imdocsvc,2637,udp,0,Import Document Service
imdocsvc,2637,tcp,0,Import Document Service
mail,2593,tcp,0,MNS Mail Notice Service
backburner,2635,tcp,0,Back Burner
mail,2593,udp,0,MNS Mail Notice Service
electronics,2634,tcp,0,PK Electronics
post,2632,udp,0,IRdg Post
post,2632,tcp,0,IRdg Post
sitaradir,2631,udp,0,Sitara Dir
cmadmin,2617,udp,0,Clinical Context Managers
dts,2594,tcp,0,Data Base Server
sitaramgmt,2630,tcp,0,Sitara Management
dts,2594,udp,0,Data Base Server
sitaraserver,2629,tcp,0,Sitara Server
worldfusion1,2595,tcp,0,World Fusion 1
worldfusion1,2595,udp,0,World Fusion 1
port,2625,tcp,0,Blwnkl Port
apart,2621,udp,0,Miles Apart Jukebox Server
apart,2621,tcp,0,Miles Apart Jukebox Server
worldfusion2,2596,tcp,0,World Fusion 2
sitaramgmt,2630,udp,0,Sitara Management
tech,3008,tcp,0,Midnight Technologies
dcp,2578,tcp,0,RVS ISDN DCP
lms,2692,tcp,0,Admins LMS
expresspay,2755,tcp,0,Express Pay
cc,2754,udp,0,APOLLO CC
cc,2754,tcp,0,APOLLO CC
rsisysaccess,2752,udp,0,RSISYS ACCESS
rsisysaccess,2752,tcp,0,RSISYS ACCESS
timing,2739,tcp,0,TN Timing
gw,2738,udp,0,NDL TCP-OSI Gateway
gw,2738,tcp,0,NDL TCP-OSI Gateway
clp,2567,udp,0,Cisco Line Protocol
feedback,2737,tcp,0,SRP Feedback
srv,2736,udp,0,RADWIZ NMS SRV
srv,2736,tcp,0,RADWIZ NMS SRV
mc,2735,udp,0,NetIQ Monitor Console
mc,2735,tcp,0,NetIQ Monitor Console
spamtrap,2568,tcp,0,SPAM TRAP
spamtrap,2568,udp,0,SPAM TRAP
ctf,2733,udp,0,Signet CTF
ctf,2733,tcp,0,Signet CTF
messanger,2731,udp,0,Fyre Messagner
expresspay,2755,udp,0,Express Pay
status,2758,tcp,0,APOLLO Status
status,2758,udp,0,APOLLO Status
gms,2759,tcp,0,APOLLO GMS
ridgeway1,2776,udp,0,Ridgeway Systems & Software
ridgeway1,2776,tcp,0,Ridgeway Systems & Software
rbakcup2,2774,udp,0,RBackup Remote Backup
rbakcup2,2774,tcp,0,RBackup Remote Backup
svr,2565,tcp,0,Coordinator Server
rbakcup1,2773,tcp,0,RBackup Remote Backup
svr,2565,udp,0,Coordinator Server
vergencecm,2771,tcp,0,Vergence CM
scp,2766,udp,0,Compaq SCP
messanger,2731,tcp,0,Fyre Messanger | Fyre Messagner
insurance,2764,udp,0,Data Insurance
dna,2763,udp,0,Desktop DNA
dna,2763,tcp,0,Desktop DNA
tls,2762,udp,0,DICOM TLS
tls,2762,tcp,0,DICOM TLS
iscl,2761,udp,0,DICOM ISCL
iscl,2761,tcp,0,DICOM ISCL
sabams,2760,udp,0,Saba MS
sabams,2760,tcp,0,Saba MS
gms,2759,udp,0,APOLLO GMS
insurance,2764,tcp,0,Data Insurance
raidplus,2730,udp,0,NEC RaidPlus
raidplus,2730,tcp,0,NEC RaidPlus
control,2729,udp,0,TCIM Control
trustestablish,2573,udp,0,Trust Establish
control,2711,udp,0,SSO Control
bpsp,2574,tcp,0,Blockade BPSP
service,2710,udp,0,SSO Service
bpsp,2574,udp,0,Blockade BPSP
ncdmirroring,2706,udp,0,NCD Mirroring
tclprodebugger,2576,tcp,0,TCL Pro Debugger
tclprodebugger,2576,udp,0,TCL Pro Debugger
admin,2705,tcp,0,SDS Admin
aocp,2712,udp,0,Axapta Object Communication Protocol
scipticslsrvr,2577,tcp,0,Scriptics Lsrvr
chat,2703,udp,0,SMS CHAT
chat,2703,tcp,0,SMS CHAT
plusclnt,2699,udp,0,Csoft Plus Client
plusclnt,2699,tcp,0,Csoft Plus Client
trap,2697,udp,0,Oce SNMP Trap Port
trap,2697,tcp,0,Oce SNMP Trap Port
unifyadmin,2696,udp,0,Unify Admin
unifyadmin,2696,tcp,0,Unify Admin
scipticslsrvr,2577,udp,0,Scriptics Lsrvr
remctrl,2704,tcp,0,SMS REMCTRL
itinternet,2691,udp,0,ITInternet ISM Server
raventbs,2713,tcp,0,Raven Trinity Broker Service
raventdm,2714,tcp,0,Raven Trinity Data Mover
control,2729,tcp,0,TCIM Control
callagent,2727,udp,0,Media Gateway Control Protocol Call Agent
callagent,2727,tcp,0,Media Gateway Control Protocol Call Agent
ptp2,2725,udp,0,MSOLAP PTP2
sonuscallsig,2569,tcp,0,Sonus Call Signal
nt,2723,udp,0,WatchDog NT Protocol
sonuscallsig,2569,udp,0,Sonus Call Signal
proactivesrvr,2722,udp,0,Proactive Server
proactivesrvr,2722,tcp,0,Proactive Server
raventbs,2713,udp,0,Raven Trinity Broker Service
diagnose,2721,udp,0,Smart Diagnose
port,2570,tcp,0,HS Port
change,2719,tcp,0,Scan & Change
requester2,2718,udp,0,PN REQUESTER 2
port,2570,udp,0,HS Port
requester,2717,udp,0,PN REQUESTER
trustestablish,2573,tcp,0,Trust Establish
disco,2716,udp,0,Inova IP Disco
disco,2716,tcp,0,Inova IP Disco
raventdm,2714,udp,0,Raven Trinity Data Mover
diagnose,2721,tcp,0,Smart Diagnose
tech,3008,udp,0,Midnight Technologies
gw,3010,tcp,0,ping-pong | Telerate Workstation
pong,3010,udp,0,Telerate Workstation
sslproxy,3191,udp,0,ConServR SSL Proxy
sslproxy,3191,tcp,0,ConServR SSL Proxy
proxy,3190,udp,0,ConServR Proxy
giop,2481,tcp,0,Oracle GIOP
infex,3189,udp,0,Pinnacle Sys InfEx Port
infex,3189,tcp,0,Pinnacle Sys InfEx Port
port,3188,udp,0,Broadcom Port
port,3188,tcp,0,Broadcom Port
port,3187,udp,0,Open Design Listen Port
port,3187,tcp,0,Open Design Listen Port
port,3186,udp,0,IIW Monitor User Port
port,3186,tcp,0,IIW Monitor User Port
smpppd,3185,udp,0,SuSE Meta PPPD
smpppd,3185,tcp,0,SuSE Meta PPPD
port,3184,udp,0,ApogeeX Port
port,3184,tcp,0,ApogeeX Port
tls,3183,udp,0,COPS/TLS
tls,3183,tcp,0,COPS/TLS
bmcpatrolrnvu,3182,udp,0,BMC Patrol Rendezvous
firemonrcc,3192,tcp,0,FireMon Revision Control
firemonrcc,3192,udp,0,FireMon Revision Control
magbind,3194,tcp,0,Rockstorm MAG protocol
magbind,3194,udp,0,Rockstorm MAG protocol
ironmail,3206,udp,0,IronMail POP Proxy
ironmail,3206,tcp,0,IronMail POP Proxy
isns,3205,udp,0,iSNS Server Port
isns,3205,tcp,0,iSNS Server Port
db,3204,udp,0,Network Watcher DB Access
db,3204,tcp,0,Network Watcher DB Access
powerexchange,2480,tcp,0,Informatica PowerExchange Listener
mon,3203,tcp,0,Network Watcher Monitor
port,3200,udp,0,Press-sense Tick Port
bmcpatrolrnvu,3182,tcp,0,BMC Patrol Rendezvous
powerexchange,2480,udp,0,Informatica PowerExchange Listener
workspace,3199,tcp,0,DMOD WorkSpace
c,3198,udp,0,Embrace Device Protocol Client
c,3198,tcp,0,Embrace Device Protocol Client
s,3197,udp,0,Embrace Device Protocol Server
s,3197,tcp,0,Embrace Device Protocol Server
2,3196,udp,0,Network Control Unit
2,3196,tcp,0,Network Control Unit
1,3195,udp,0,Network Control Unit
1,3195,tcp,0,Network Control Unit
workspace,3199,udp,0,DMOD WorkSpace
bmcpatrolagent,3181,udp,0,BMC Patrol Agent
bmcpatrolagent,3181,tcp,0,BMC Patrol Agent
srv,3180,udp,0,Millicent Broker Server
server,3160,tcp,0,TIP Application Server
port,3159,udp,0,NavegaWeb Tarification
port,3159,tcp,0,NavegaWeb Tarification
stvp,3158,udp,0,SmashTV Protocol
stvp,3158,tcp,0,SmashTV Protocol
e3consultants,3157,udp,0,CCC Listener Port
e3consultants,3157,tcp,0,lsa-comm | CCC Listener Port | LSA Communicator
ssl,2484,tcp,0,Oracle TTC SSL
indura,3156,tcp,0,Indura Collector
ttc,2483,udp,0,Oracle TTC
jpegmpeg,3155,udp,0,JpegMpeg Port
ccmrmi,3154,udp,0,ON RMI Registry
ccmrmi,3154,tcp,0,ON RMI Registry
port,3153,udp,0,S8Cargo Client Port
port,3153,tcp,0,S8Cargo Client Port
feitianrockey,3152,udp,0,FeiTian Port
feitianrockey,3152,tcp,0,FeiTian Port
assessor,3151,udp,0,NetMike Assessor
assessor,3151,tcp,0,NetMike Assessor
admin,3150,udp,0,NetMike Assessor Administrator
jpegmpeg,3155,tcp,0,JpegMpeg Port
port,3207,tcp,0,Veritas Authentication Port
doc1lm,3161,tcp,0,DOC1 License Manager
newgenpay,3165,tcp,0,Newgenpay Engine Service
srv,3180,tcp,0,Millicent Broker Server
giop,2481,udp,0,Oracle GIOP
2m,3179,tcp,0,H2GF W.2m Handover prot.
radclientport,3178,udp,0,Radiance UltraEdge Port
radclientport,3178,tcp,0,Radiance UltraEdge Port
port,3177,udp,0,Phonex Protocol
port,3177,tcp,0,Phonex Protocol
master,3176,udp,0,ARS Master
master,3176,tcp,0,ARS Master
doc1lm,3161,udp,0,DOC1 License Manager
ip,3175,udp,0,T1_E1_Over_IP
server,3174,udp,0,ARMI Server
server,3174,tcp,0,ARMI Server
poweronnud,3168,udp,0,Now Up-to-Date Public Server
ssl,2482,tcp,0,Oracle GIOP SSL
nowcontact,3167,udp,0,Now Contact Public Server
ssl,2482,udp,0,Oracle GIOP SSL
sossecollector,3166,udp,0,Quest Spotlight Out-Of-Process Collector
sossecollector,3166,tcp,0,Quest Spotlight Out-Of-Process Collector
ttc,2483,tcp,0,Oracle TTC
ip,3175,tcp,0,T1_E1_Over_IP
admin,3150,tcp,0,NetMike Assessor Administrator
port,3207,udp,0,Veritas Authentication Port
prcallback,3208,udp,0,PFU PR Callback
port,3242,udp,0,Session Description ID
port,3242,tcp,0,Session Description ID
sysorb,3241,udp,0,SysOrb Monitoring Server
sysorb,3241,tcp,0,SysOrb Monitoring Server
triomotion,3240,udp,0,Trio Motion Control Port
prop,2476,tcp,0,ACE Server Propagation
ui,3239,udp,0,appareNet User Interface
ui,3239,tcp,0,appareNet User Interface
as,3238,udp,0,appareNet Analysis Server
as,3238,tcp,0,appareNet Analysis Server
tps,3237,udp,0,appareNet Test Packet Sequencer
tps,3237,tcp,0,appareNet Test Packet Sequencer
ts,3236,udp,0,appareNet Test Server
ts,3236,tcp,0,appareNet Test Server
prop,2476,udp,0,ACE Server Propagation
port,3235,tcp,0,MDAP port | MDAP Port
alchemy,3234,udp,0,Alchemy Server
alchemy,3234,tcp,0,Alchemy Server
whisker,3233,tcp,0,WhiskerControl main port
timelot,3243,tcp,0,Timelot Port
timelot,3243,udp,0,Timelot Port
fe,3245,tcp,0,VIEO Fabric Executive
server,2475,udp,0,ACE Server
agent,3256,tcp,0,Compaq RPM Agent Port
semaphore,3255,udp,0,Semaphore Connection Port
semaphore,3255,tcp,0,Semaphore Connection Port
server,2475,tcp,0,ACE Server
sys,3254,tcp,0,PDA System
data,3253,udp,0,PDA Data
data,3253,tcp,0,PDA Data
dhe,3252,udp,0,DHE port
dhe,3252,tcp,0,DHE port
mdtp,3232,udp,0,MDT port
sysscanner,3251,udp,0,Sys Scanner
hicp,3250,udp,0,HMS hicp port
hicp,3250,tcp,0,HMS hicp port
ssp,3249,udp,0,State Sync Protocol
ssp,3249,tcp,0,State Sync Protocol
lm,3248,udp,0,PROCOS LM
lm,3248,tcp,0,PROCOS LM
data,3247,udp,0,DVT DATA LINK
data,3247,tcp,0,DVT DATA LINK
system,3246,tcp,0,DVT SYSTEM PORT
sysscanner,3251,tcp,0,Sys Scanner
mdtp,3232,tcp,0,MDT port
vidigo,3231,udp,0,VidiGo communication (previous was: Delta Solutions Direct)
vidigo,3231,tcp,0,VidiGo communication (previous was: Delta Solutions Direct)
smartpackets,3218,udp,0,EMC SmartPackets
smartpackets,3218,tcp,0,EMC SmartPackets
unite,3217,udp,0,Unified IP & Telecom Environment
unite,3217,tcp,0,Unified IP & Telecom Environment
foam,3216,udp,0,Ferrari electronic FOAM
foam,3216,tcp,0,Ferrari electronic FOAM
2,3215,udp,0,JMQ Daemon Port 2
2,3215,tcp,0,JMQ Daemon Port 2
1,3214,udp,0,JMQ Daemon Port 1
messenger,3219,tcp,0,WMS Messenger
1,3214,tcp,0,JMQ Daemon Port 1
neon24x7,3213,tcp,0,NEON 24X7 Mission Control
cssps,2478,udp,0,SecurSight Authentication Server (SSL)
surveyinst,3212,tcp,0,Survey Instrument
avsecuremgmt,3211,udp,0,Avocent Secure Management
els,2479,tcp,0,SecurSight Event Logging Server (SSL)
proxy,3210,udp,0,Flamenco Networks Proxy
els,2479,udp,0,SecurSight Event Logging Server (SSL)
netwkpathengine,3209,udp,0,HP OpenView Network Path Engine Server
netwkpathengine,3209,tcp,0,HP OpenView Network Path Engine Server
neon24x7,3213,udp,0,NEON 24X7 Mission Control
prcallback,3208,tcp,0,PFU PR Callback
messenger,3219,udp,0,WMS Messenger
ssl,3220,udp,0,XML NM over SSL
port,3230,udp,0,Software Distributor Port
port,3230,tcp,0,Software Distributor Port
port,3229,udp,0,Global CD Port
port,3229,tcp,0,Global CD Port
cvs,2477,tcp,0,SecurSight Certificate Valifation Service
dwmsgserver,3228,tcp,0,DiamondWave MSG Server
dwnmshttp,3227,udp,0,DiamondWave NMS Server
dwnmshttp,3227,tcp,0,DiamondWave NMS Server
irp,3226,udp,0,ISI Industry Software IRP
cssps,2478,tcp,0,SecurSight Authentication Server (SSL)
irp,3226,tcp,0,ISI Industry Software IRP
port,3225,tcp,0,FCIP
discovery,3224,udp,0,AES Discovery Port
discovery,3224,tcp,0,AES Discovery Port
digivote,3223,udp,0,DIGIVOTE (R) Vote-Server
digivote,3223,tcp,0,DIGIVOTE (R) Vote-Server
glbp,3222,udp,0,Gateway Load Balancing Pr
glbp,3222,tcp,0,Gateway Load Balancing Pr
text,3221,udp,0,XML NM over TCP
cvs,2477,udp,0,SecurSight Certificate Valifation Service
port,3225,udp,0,FCIP
audit,3729,udp,0,Fireking Audit Port
server,3149,udp,0,NetMike Game Server
ssl,2484,udp,0,Oracle TTC SSL
rprt,3064,udp,0,Remote Port Redirector
fldup,3057,udp,0,GoAhead FldUp
quaddb,2497,tcp,0,Quad DB
server,3056,udp,0,CDL Server
server,3056,tcp,0,CDL Server
policyserver,3055,udp,0,Policy Server
policyserver,3055,tcp,0,Policy Server
prot,3054,tcp,0,AMT CNF PROT
quaddb,2497,udp,0,Quad DB
server,3051,udp,0,Galaxy Server
server,3051,tcp,0,Galaxy Server
efs,520,tcp,0,router | extended file name server | local routing process (on site); uses variant of Xerox NS routing information protocol - RIP
prot,2502,tcp,0,Kentrox Protocol
pctrader,3048,tcp,0,Sierra Net PC Trader
hlserver,3047,udp,0,Fast Security HL Server
hlserver,3047,tcp,0,Fast Security HL Server
epp,3044,udp,0,EndPoint Protocol
epp,3044,tcp,0,EndPoint Protocol
brp,3043,udp,0,Broadcast Routing Protocol
ls3bcast,3068,tcp,0,ls3 Broadcast
ls3bcast,3068,udp,0,ls3 Broadcast
serv,2495,udp,0,Fast Remote Services
port,3071,udp,0,ContinuStor Manager Port
xdtp,3088,tcp,0,eXtensible Data Transfer Protocol
sma,3087,udp,0,Asoki SMA
sma,3087,tcp,0,Asoki SMA
mqs,2493,tcp,0,Talarian MQS
frontpanel,3079,udp,0,LV Front Panel
frontpanel,3079,tcp,0,LV Front Panel
ssl,3078,udp,0,Orbix 2000 Locator SSL
ssl,3078,tcp,0,Orbix 2000 Locator SSL
ssl,3077,udp,0,Orbix 2000 Locator SSL
brp,3043,tcp,0,Broadcast Routing Protocol
mqs,2493,udp,0,Talarian MQS
config,3076,tcp,0,Orbix 2000 Config
serv,2495,tcp,0,Fast Remote Services
locator,3075,tcp,0,Orbix 2000 Locator
xbox,3074,udp,0,Xbox game port
xbox,3074,tcp,0,Xbox game port
vcrp,3073,udp,0,Very simple chatroom prot
vcrp,3073,tcp,0,Very simple chatroom prot
monitor,3072,udp,0,ContinuStor Monitor Port
monitor,3072,tcp,0,ContinuStor Monitor Port
ar,2494,tcp,0,BMC AR
springs,3040,udp,0,Tomato Springs
springs,3040,tcp,0,Tomato Springs
cogitate,3039,udp,0,"Cogitate, Inc."
agriserver,3021,udp,0,AGRI Server
agriserver,3021,tcp,0,AGRI Server
resource_mgr,3019,udp,0,Resource Manager
resource_mgr,3019,tcp,0,resource-mgr | Resource Manager
srvc_registry,3018,udp,0,Service Registry
srvc_registry,3018,tcp,0,srvc-registry | Service Registry
event_listener,3017,udp,0,Event Listener
ntp,2514,tcp,0,Facsys NTP
notify_srvr,3016,udp,0,Notify Server
nds_sso,3024,tcp,0,nds-sso
notify_srvr,3016,tcp,0,notify-srvr | Notify Server
dstp,3015,tcp,0,NATI DSTP
broker_service,3014,udp,0,Broker Service
ntp,2514,udp,0,Facsys NTP
gilatskysurfer,3013,udp,0,Gilat Sky Surfer
router,2515,tcp,0,Facsys Router
twsdss,3012,udp,0,Trusted Web Client
twsdss,3012,tcp,0,Trusted Web Client
web,3011,udp,0,Trusted Web
maincontrol,2516,tcp,0,Main Control
dstp,3015,udp,0,NATI DSTP
xdtp,3088,udp,0,eXtensible Data Transfer Protocol
citrixadmin,2513,udp,0,Citrix ADMIN
gateway,3026,tcp,0,AGRI Gateway
cogitate,3039,tcp,0,"Cogitate, Inc."
ups,3038,udp,0,Santak UPS
ups,3038,tcp,0,Santak UPS
mgmt,3037,udp,0,HP SAN Mgmt
mgmt,3037,tcp,0,HP SAN Mgmt
prot,2502,udp,0,Kentrox Protocol
dump,3036,tcp,0,Hagel DUMP
gssagt,3035,udp,0,FJSV gssagt
gssagt,3035,tcp,0,FJSV gssagt
raft,3025,udp,0,Arepa Raft
aeea,3034,udp,0,Osmosis / Helix (R) AEEA Port
chat,3032,udp,0,Redwood Chat
chat,3032,tcp,0,Redwood Chat
eppc,3031,udp,0,Remote AppleEvents/PPC Toolbox
citrixima,2512,tcp,0,Citrix IMA
citrixadmin,2513,tcp,0,Citrix ADMIN
LiebDevMgmt_A,3029,tcp,0,LiebDevMgmt-A
LiebDevMgmt_DM,3028,tcp,0,LiebDevMgmt-DM
LiebDevMgmt_C,3027,tcp,0,LiebDevMgmt-C
gateway,3026,udp,0,AGRI Gateway
aeea,3034,tcp,0,Osmosis / Helix (R) AEEA Port
server,3149,tcp,0,NetMike Game Server
cpp,2491,udp,0,Conclave CPP
stss,3090,tcp,0,Senforce Session Services
netbookmark,3131,tcp,0,Net Book Mark
id,3129,udp,0,NetPort Discovery Port
id,3129,tcp,0,NetPort Discovery Port
aas,3128,udp,0,Active API Server Port
bridge,3127,udp,0,CTX Bridge Port
bridge,3127,tcp,0,CTX Bridge Port
an,3125,udp,0,A13-AN Interface
an,3125,tcp,0,A13-AN Interface
port,3124,udp,0,Beacon Port
port,3124,tcp,0,Beacon Port
edix,3123,udp,0,EDI Translation Protocol
edix,3123,tcp,0,EDI Translation Protocol
emulator,3122,udp,0,MTI VTR Emulator port
emulator,3122,tcp,0,MTI VTR Emulator port
netobjects1,2485,udp,0,Net Objects1
d2000webserver,3120,udp,0,D2000 Webserver Port
d2000webserver,3120,tcp,0,D2000 Webserver Port
d2000kernel,3119,udp,0,D2000 Kernel Port
netobjects2,2486,tcp,0,Net Objects2
netobjects1,2485,tcp,0,Net Objects1
engine,3132,tcp,0,Microsoft Business Rule Engine Update Service
engine,3132,udp,0,Microsoft Business Rule Engine Update Service
deploy,3133,tcp,0,Prism Deploy User Port
admin,3148,tcp,0,NetMike Game Administrator
seaview,3143,udp,0,Sea View
seaview,3143,tcp,0,Sea View
eos,3142,udp,0,RDC WH EOS
cacher,3142,tcp,0,rdc-wh-eos | A server which keeps a local cache of Debian/Ubuntu package files | RDC WH EOS
ariliamulti,3140,udp,0,Arilia Multiplexor
ariliamulti,3140,tcp,0,Arilia Multiplexor
incognitorv,3139,udp,0,Incognito Rendez-Vous
incognitorv,3139,tcp,0,Incognito Rendez-Vous
jserv,3117,udp,0,MCTET Jserv
2,3138,udp,0,rtnt-2 data packets
1,3137,udp,0,rtnt-1 data packets
1,3137,tcp,0,rtnt-1 data packets
grubd,3136,udp,0,Grub Server Port
grubd,3136,tcp,0,Grub Server Port
port,3135,udp,0,PeerBook Port
port,3135,tcp,0,PeerBook Port
ecp,3134,udp,0,Extensible Code Protocol
ecp,3134,tcp,0,Extensible Code Protocol
deploy,3133,udp,0,Prism Deploy User Port
2,3138,tcp,0,rtnt-2 data packets
jserv,3117,tcp,0,MCTET Jserv
gateway,3116,udp,0,MCTET Gateway
gateway,3116,tcp,0,MCTET Gateway
qdhcp,2490,tcp,0,qip_qdhcp
qdhcp,2490,udp,0,qip_qdhcp
pxpib,3101,udp,0,HP PolicyXpert PIB Server
pxpib,3101,tcp,0,HP PolicyXpert PIB Server
xps,3100,udp,0,OpCon/xps
xps,3100,tcp,0,OpCon/xps
cpp,2491,tcp,0,Conclave CPP
chmd,3099,tcp,0,CHIPSY Machine Daemon
port,3098,udp,0,Universal Message Manager
corp,2488,udp,0,Moy Corporation
port,3098,tcp,0,Universal Message Manager
aps,3096,tcp,0,Active Print Server Port
panasas,3095,udp,0,Panasas rendevous port
panasas,3095,tcp,0,Panasas rendevous port | Panasas rendezvous port
reg,3094,tcp,0,Jiiva RapidMQ Registry
center,3093,udp,0,Jiiva RapidMQ Center
center,3093,tcp,0,Jiiva RapidMQ Center
smcs,3091,udp,0,1Ci Server Management
smcs,3091,tcp,0,1Ci Server Management
stss,3090,udp,0,Senforce Session Services
aps,3096,udp,0,Active Print Server Port
alink,3089,udp,0,ParaTek Agent Linking
autocuesmi,3103,udp,0,Autocue SMI Protocol
corp,2488,tcp,0,Moy Corporation
master,3115,udp,0,MCTET Master
master,3115,tcp,0,MCTET Master
ccmad,3114,udp,0,CCM AutoDiscover
ccmad,3114,tcp,0,CCM AutoDiscover
netobjects2,2486,udp,0,Net Objects2
svr,3113,tcp,0,CS-Authenticate Svr Port
ksysguard,3112,udp,0,KDE System Guard
ksysguard,3112,tcp,0,KDE System Guard
wsynch,3111,udp,0,Web Synchronous Services
autocuelog,3104,tcp,0,autocuetime | Autocue Logger Protocol | Autocue Time Service
wsynch,3111,tcp,0,Web Synchronous Services
control,3110,tcp,0,simulator control port
personnel,3109,udp,0,Personnel protocol
personnel,3109,tcp,0,Personnel protocol
geolocate,3108,udp,0,Geolocate protocol
geolocate,3108,tcp,0,Geolocate protocol
business,3107,udp,0,Business protocol
business,3107,tcp,0,Business protocol
http,3106,udp,0,Cardbox HTTP
http,3106,tcp,0,Cardbox HTTP
pns,2487,tcp,0,Policy Notice Service
2,5065,udp,0,Channel Access 2
ctrl,3730,tcp,0,Client Control
mgmt,2276,udp,0,iBridge Management
tls,4335,tcp,0,NETCONF Call Home (TLS)
ssh,4334,tcp,0,NETCONF Call Home (SSH)
focus,4332,tcp,0,Getty Images FOCUS service
rest,4331,tcp,0,ktickets REST API for event management and ticketing systems (embedded POS devices)
sapi,4330,tcp,0,DEY Storage Administration REST API
sync,4329,tcp,0,PubliQare Distributed Environment Synchronisation Engine
bdp,581,tcp,0,Bundle Discovery Protocol
bridge,2063,tcp,0,ICG Bridge Port
web,4327,udp,0,Jaxer Web Protocol
web,4327,tcp,0,Jaxer Web Protocol
geognosis,4326,udp,0,Cadcorp GeognoSIS Service
geognosis,4326,tcp,0,Cadcorp GeognoSIS Service | Cadcorp GeognoSIS
geognosisman,4325,udp,0,Cadcorp GeognoSIS Manager Service
bridge,2063,udp,0,ICG Bridge Port
balour,4324,udp,0,Balour Game Server
balour,4324,tcp,0,Balour Game Server
ice,4323,udp,0,TRIM ICE Service
ice,4323,tcp,0,TRIM ICE Service
event,4322,udp,0,TRIM Event Service
tls,4336,tcp,0,RESTCONF Call Home (TLS)
gaia,4340,tcp,0,Gaia Connector Protocol
gaia,4340,udp,0,Gaia Connector Protocol
data,4341,tcp,0,LISP Data Packets
trans,4354,tcp,0,QSNet Transmitter
iquery,4353,udp,0,F5 iQuery
iquery,4353,tcp,0,F5 iQuery
pjlink,4352,udp,0,Projector Link
pjlink,4352,tcp,0,Projector Link
svcs,4351,udp,0,PLCY Net Services
svcs,4351,tcp,0,PLCY Net Services
device,4350,udp,0,Net Device
device,4350,tcp,0,Net Device
event,4322,tcp,0,TRIM Event Service
fsportmap,4349,udp,0,File System Port Map
lansurveyor,4347,udp,0,LAN Surveyor
lansurveyor,4347,tcp,0,LAN Surveyor
elanlm,4346,udp,0,ELAN LM
elanlm,4346,tcp,0,ELAN LM
as,4345,udp,0,Macro 4 Network AS
as,4345,tcp,0,Macro 4 Network AS
control,4342,udp,0,LISP Data-Triggered Control
messaging,2059,tcp,0,BMC Messaging Service
teleniumdaemon,2060,tcp,0,Telenium Daemon IF
fsportmap,4349,tcp,0,File System Port Map
newwavesearch,2058,tcp,0,NewWaveSearchables RMI
iprelay,2064,udp,0,ICG IP Relay Port
rcatp,4320,tcp,0,FDT Remote Categorization Protocol
data,4301,tcp,0,Diagnostic Data
corelccam,4300,udp,0,Corel CCam
aura,2066,udp,0,AVM USB Remote Architecture
agent,574,tcp,0,FTP Software Agent System
use,4299,tcp,0,VRML Multi User Systems
use,4298,udp,0,VRML Multi User Systems
avauthsrvprtcl,2068,udp,0,Avocent AuthSrv Protocol
use,4297,udp,0,VRML Multi User Systems
use,4296,udp,0,VRML Multi User Systems
use,4296,tcp,0,VRML Multi User Systems
use,4295,udp,0,VRML Multi User Systems
use,4295,tcp,0,VRML Multi User Systems
use,4294,udp,0,VRML Multi User Systems
port,2069,udp,0,HTTP Event Port
use,4293,tcp,0,VRML Multi User Systems
use,4292,udp,0,VRML Multi User Systems
use,4292,tcp,0,VRML Multi User Systems
use,4291,udp,0,VRML Multi User Systems
use,4291,tcp,0,VRML Multi User Systems
aura,2066,tcp,0,AVM USB Remote Architecture
heartbeat,580,tcp,0,SNTP HEARTBEAT
control,4302,udp,0,Diagnostic Data Control
srcp,4303,tcp,0,Simple Railroad Command Protocol
skytale,4319,tcp,0,Fox SkyTale encrypted communication
opentelemetry,4317,tcp,0,OpenTelemetry Protocol
clt,4316,tcp,0,ChoiceView Client
agt,4314,tcp,0,ChoiceView Agent
perrla,4313,tcp,0,PERRLA User Services
mgt,4312,tcp,0,Parascale Membership Manager
p6ssmc,4311,tcp,0,P6R Secure Server Management Console
mirrtex,4310,udp,0,Mir-RT exchange service
mirrtex,4310,tcp,0,Mir-RT exchange service
rcatp,4320,udp,0,FDT Remote Categorization Protocol
dserver,4309,udp,0,Exsequi Appliance Discovery
vs,4307,udp,0,Visicron Videoconference Service
vs,4307,tcp,0,trueconf | Visicron Videoconference Service | TrueConf Videoconference Service
pinghgl,4306,udp,0,Hellgate London
pinghgl,4306,tcp,0,Hellgate London
batman,4305,udp,0,better approach to mobile ad-hoc networking
batman,4305,tcp,0,better approach to mobile ad-hoc networking
owserver,4304,udp,0,One-Wire Filesystem Server
owserver,4304,tcp,0,One-Wire Filesystem Server
srcp,4303,udp,0,Simple Railroad Command Protocol
dserver,4309,tcp,0,Exsequi Appliance Discovery
cp,2057,udp,0,Rich Content Protocol
cp,2057,tcp,0,Rich Content Protocol
